audio_path,text,split
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0001_clean.wav,"Hi, um, I take metformin, I think it’s either 50 mg or maybe 15 mg twice daily, I’m not completely sure, and lately I’ve been feeling kind of dizzy and lightheaded, so I wanted to check if I should keep taking it or adjust the dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0001_noisy_med.wav,"Hi, um, I take metformin, I think it’s either 50 mg or maybe 15 mg twice daily, I’m not completely sure, and lately I’ve been feeling kind of dizzy and lightheaded, so I wanted to check if I should keep taking it or adjust the dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0001_noisy_high.wav,"Hi, um, I take metformin, I think it’s either 50 mg or maybe 15 mg twice daily, I’m not completely sure, and lately I’ve been feeling kind of dizzy and lightheaded, so I wanted to check if I should keep taking it or adjust the dose.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0002_clean.wav,"Hello, I need a refill for lisinopril, I believe it’s 10 milligrams, but it might be 15, I’m not totally sure, once a day, and I only have like 5 or maybe 9 pills left, so I wanted to get that sorted out.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0001_medical.wav,"Hi, um, I take metformin, I think it’s either 50 mg or maybe 15 mg twice daily, I’m not completely sure, and lately I’ve been feeling kind of dizzy and lightheaded, so I wanted to check if I should keep taking it or adjust the dose.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0001_accented.wav,"Hi, um, I take metformin, I think it’s either 50 mg or maybe 15 mg twice daily, I’m not completely sure, and lately I’ve been feeling kind of dizzy and lightheaded, so I wanted to check if I should keep taking it or adjust the dose.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0002_noisy_high.wav,"Hello, I need a refill for lisinopril, I believe it’s 10 milligrams, but it might be 15, I’m not totally sure, once a day, and I only have like 5 or maybe 9 pills left, so I wanted to get that sorted out.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0002_noisy_med.wav,"Hello, I need a refill for lisinopril, I believe it’s 10 milligrams, but it might be 15, I’m not totally sure, once a day, and I only have like 5 or maybe 9 pills left, so I wanted to get that sorted out.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0002_accented.wav,"Hello, I need a refill for lisinopril, I believe it’s 10 milligrams, but it might be 15, I’m not totally sure, once a day, and I only have like 5 or maybe 9 pills left, so I wanted to get that sorted out.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0003_clean.wav,"So I’m taking amlodipine in the morning and atorvastatin at night, and I think the amlodipine is 5 mg, or maybe 9 mg, I might be mixing that up, but I’m running low and need a refill.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0003_noisy_med.wav,"So I’m taking amlodipine in the morning and atorvastatin at night, and I think the amlodipine is 5 mg, or maybe 9 mg, I might be mixing that up, but I’m running low and need a refill.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0003_noisy_high.wav,"So I’m taking amlodipine in the morning and atorvastatin at night, and I think the amlodipine is 5 mg, or maybe 9 mg, I might be mixing that up, but I’m running low and need a refill.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0003_accented.wav,"So I’m taking amlodipine in the morning and atorvastatin at night, and I think the amlodipine is 5 mg, or maybe 9 mg, I might be mixing that up, but I’m running low and need a refill.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0004_clean.wav,"Hi, I think I ran out of metoprolol yesterday, and I might have missed a dose, it’s either 25 or 50 milligrams, I can’t remember exactly, so I wanted to ask if I can refill it.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0004_noisy_med.wav,"Hi, I think I ran out of metoprolol yesterday, and I might have missed a dose, it’s either 25 or 50 milligrams, I can’t remember exactly, so I wanted to ask if I can refill it.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0002_medical.wav,"Hello, I need a refill for lisinopril, I believe it’s 10 milligrams, but it might be 15, I’m not totally sure, once a day, and I only have like 5 or maybe 9 pills left, so I wanted to get that sorted out.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0004_noisy_high.wav,"Hi, I think I ran out of metoprolol yesterday, and I might have missed a dose, it’s either 25 or 50 milligrams, I can’t remember exactly, so I wanted to ask if I can refill it.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0004_accented.wav,"Hi, I think I ran out of metoprolol yesterday, and I might have missed a dose, it’s either 25 or 50 milligrams, I can’t remember exactly, so I wanted to ask if I can refill it.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0005_clean.wav,"Since my surgery last week, I’ve been taking oxycodone, I think it’s 5 mg but maybe 9 mg, and I’ve been feeling really nauseous and kind of dizzy, so I’m not sure if that’s normal or if I should switch medications.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0005_noisy_med.wav,"Since my surgery last week, I’ve been taking oxycodone, I think it’s 5 mg but maybe 9 mg, and I’ve been feeling really nauseous and kind of dizzy, so I’m not sure if that’s normal or if I should switch medications.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0003_medical.wav,"So I’m taking amlodipine in the morning and atorvastatin at night, and I think the amlodipine is 5 mg, or maybe 9 mg, I might be mixing that up, but I’m running low and need a refill.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0005_noisy_high.wav,"Since my surgery last week, I’ve been taking oxycodone, I think it’s 5 mg but maybe 9 mg, and I’ve been feeling really nauseous and kind of dizzy, so I’m not sure if that’s normal or if I should switch medications.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0005_accented.wav,"Since my surgery last week, I’ve been taking oxycodone, I think it’s 5 mg but maybe 9 mg, and I’ve been feeling really nauseous and kind of dizzy, so I’m not sure if that’s normal or if I should switch medications.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0006_clean.wav,"After the procedure, I was prescribed hydrocodone, or maybe hydroxyzine, I’m not totally sure which one, for pain, and it helps, but I feel very tired and a bit confused sometimes.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0004_medical.wav,"Hi, I think I ran out of metoprolol yesterday, and I might have missed a dose, it’s either 25 or 50 milligrams, I can’t remember exactly, so I wanted to ask if I can refill it.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0006_noisy_med.wav,"After the procedure, I was prescribed hydrocodone, or maybe hydroxyzine, I’m not totally sure which one, for pain, and it helps, but I feel very tired and a bit confused sometimes.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0006_accented.wav,"After the procedure, I was prescribed hydrocodone, or maybe hydroxyzine, I’m not totally sure which one, for pain, and it helps, but I feel very tired and a bit confused sometimes.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0006_noisy_high.wav,"After the procedure, I was prescribed hydrocodone, or maybe hydroxyzine, I’m not totally sure which one, for pain, and it helps, but I feel very tired and a bit confused sometimes.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0005_medical.wav,"Since my surgery last week, I’ve been taking oxycodone, I think it’s 5 mg but maybe 9 mg, and I’ve been feeling really nauseous and kind of dizzy, so I’m not sure if that’s normal or if I should switch medications.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0007_clean.wav,"I had knee surgery about ten days ago, and I’ve been alternating between ibuprofen and acetaminophen, like maybe every 6 or 16 hours, I might be saying that wrong, but the pain is still there.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0007_noisy_med.wav,"I had knee surgery about ten days ago, and I’ve been alternating between ibuprofen and acetaminophen, like maybe every 6 or 16 hours, I might be saying that wrong, but the pain is still there.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0007_noisy_high.wav,"I had knee surgery about ten days ago, and I’ve been alternating between ibuprofen and acetaminophen, like maybe every 6 or 16 hours, I might be saying that wrong, but the pain is still there.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0006_medical.wav,"After the procedure, I was prescribed hydrocodone, or maybe hydroxyzine, I’m not totally sure which one, for pain, and it helps, but I feel very tired and a bit confused sometimes.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0007_accented.wav,"I had knee surgery about ten days ago, and I’ve been alternating between ibuprofen and acetaminophen, like maybe every 6 or 16 hours, I might be saying that wrong, but the pain is still there.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0008_clean.wav,"My incision area still hurts, and I’ve been taking tramadol occasionally, maybe 50 or 15 milligrams when it gets bad, but I’m not sure if I’m taking too much.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0008_noisy_med.wav,"My incision area still hurts, and I’ve been taking tramadol occasionally, maybe 50 or 15 milligrams when it gets bad, but I’m not sure if I’m taking too much.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0008_noisy_high.wav,"My incision area still hurts, and I’ve been taking tramadol occasionally, maybe 50 or 15 milligrams when it gets bad, but I’m not sure if I’m taking too much.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0007_medical.wav,"I had knee surgery about ten days ago, and I’ve been alternating between ibuprofen and acetaminophen, like maybe every 6 or 16 hours, I might be saying that wrong, but the pain is still there.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0008_accented.wav,"My incision area still hurts, and I’ve been taking tramadol occasionally, maybe 50 or 15 milligrams when it gets bad, but I’m not sure if I’m taking too much.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0009_noisy_med.wav,"Over the past few days, I’ve been feeling shortness of breath and some tightness in my chest, especially when I walk, and I’m also on metformin or maybe methotrexate, I might be mixing that up.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0009_clean.wav,"Over the past few days, I’ve been feeling shortness of breath and some tightness in my chest, especially when I walk, and I’m also on metformin or maybe methotrexate, I might be mixing that up.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0008_medical.wav,"My incision area still hurts, and I’ve been taking tramadol occasionally, maybe 50 or 15 milligrams when it gets bad, but I’m not sure if I’m taking too much.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0009_noisy_high.wav,"Over the past few days, I’ve been feeling shortness of breath and some tightness in my chest, especially when I walk, and I’m also on metformin or maybe methotrexate, I might be mixing that up.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0009_accented.wav,"Over the past few days, I’ve been feeling shortness of breath and some tightness in my chest, especially when I walk, and I’m also on metformin or maybe methotrexate, I might be mixing that up.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0010_clean.wav,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0010_noisy_med.wav,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0010_noisy_high.wav,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0010_accented.wav,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0009_medical.wav,"Over the past few days, I’ve been feeling shortness of breath and some tightness in my chest, especially when I walk, and I’m also on metformin or maybe methotrexate, I might be mixing that up.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0011_clean.wav,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0011_noisy_med.wav,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0011_noisy_high.wav,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0011_accented.wav,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0010_medical.wav,"I’ve been feeling dizzy after taking my blood pressure medication in the morning, and sometimes I feel like I might faint, especially if I take like 10 or maybe 20 milligrams.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0012_clean.wav,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0012_noisy_med.wav,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0011_medical.wav,"I started having headaches after I began taking prednisone, or maybe prednisolone, I’m not completely sure, and they seem to come and go throughout the day.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0012_noisy_high.wav,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0012_accented.wav,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0012_medical.wav,"I’ve been feeling nauseous and really fatigued ever since I started taking antibiotics, maybe amoxicillin or something similar, and it’s been about 13 or 30 hours since the symptoms started.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0013_clean.wav,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0013_noisy_med.wav,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0013_noisy_high.wav,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0013_accented.wav,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0013_medical.wav,"I just wanted to let you know that I’m allergic to penicillin, because the last time I took it I developed a rash and some swelling, maybe after like 5 or 9 hours.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0014_clean.wav,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0014_noisy_med.wav,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0014_noisy_high.wav,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0014_accented.wav,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0014_medical.wav,"I think I had a reaction to amoxicillin, or maybe amlodipine, I might be confusing the names, but I broke out in hives a few years ago.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0015_clean.wav,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0015_noisy_med.wav,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0015_noisy_high.wav,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0015_medical.wav,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0015_accented.wav,"I might be allergic to sulfa drugs, because I remember feeling really sick and getting a rash, maybe after 15 or 50 minutes, I don’t remember exactly.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0016_clean.wav,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0016_noisy_high.wav,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0016_noisy_med.wav,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0016_accented.wav,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0017_clean.wav,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0016_medical.wav,"The last time I took ibuprofen, I noticed swelling in my face and hands afterward, maybe within 6 or 16 hours, so I’m wondering if that was an allergic reaction.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0017_noisy_med.wav,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0017_noisy_high.wav,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0017_accented.wav,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0017_medical.wav,"I wanted to ask if I should be taking metformin 500 mg once or twice daily, or maybe like 50 mg twice daily, I might be saying that wrong, I just want to be sure.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0018_clean.wav,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0018_noisy_med.wav,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0018_noisy_high.wav,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0018_medical.wav,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",test
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0018_accented.wav,"Right now I’m taking lisinopril 10 milligrams, but my blood pressure is still high, so I was wondering if I can increase it to 20 or maybe 30 milligrams safely.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0019_clean.wav,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",train
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony_rich_noisy/clip_0019_noisy_high.wav,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",val
/Users/aayanmapara/Hackathons/villagehacks/backend/audio_gen/output/run_5x_v3/telephony/clip_0019_accented.wav,"Is it okay if I take two tablets of ibuprofen at once when the pain gets really bad, or should I stick to one, like every 5 or 9 hours.",train
